all genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC screening 05082013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,,output pool 1,,,input pool 2,,,output pool 2,,,input pool 3,,,output pool 3,,,BAC2B24,,,BAC2B5,,,,,,,,,
A_07_P052965,1,P,29.34378,0.36898878,A,8.390057,1,A,11.86697,0.7748113,A,6.594655,1,P,61.38217,0.1789518,A,14.65013,0.59583163,A,6.873456,0.9886369,A,11.22523,,ECs2995,putative superinfection exclusion protein,,,916699,ECs2995
A_07_P007513,1,P,27237.72,0.71608514,P,15113.71,0.99999994,P,22705.13,0.8312382,P,13536.48,1,P,11753.49,0.7162801,P,11228.27,0.690517,P,11817.83,0.8060538,P,13577.95,,gadX,DNA-binding transcriptional dual regulator,GO:0006350(transcription)|GO:0016563(transcription activator activity),chr:3663207-3663148,948028,b3516
A_07_P015121,1,P,17404.93,1.1543648,P,15568.65,1,P,16298.77,0.98085123,P,11466.06,1,P,6764.53,1.3597894,P,12267.96,0.7951391,P,11652.31,0.9575517,P,13811.41,,dsrB,predicted protein,GO:0005737(cytoplasm),chr:2022718-2022659,946468,b1952
A_07_P003159,1,P,6654.363,1.0156584,P,5237.087,1,P,4694.404,0.99251604,P,3341.752,0.99999994,P,2446.73,1.1840179,P,3863.736,0.9910484,P,4556.863,0.9727169,P,4402.146,,mdtC,"multidrug efflux system, subunit C",GO:0009274(peptidoglycan-based cell wall)|GO:0009279(cell outer membrane),chr:2159133-2159192,946608,b2076
A_07_P058267,1,P,541.5322,0.74912965,P,314.3525,0.99999994,A,7.909738,0.8813566,A,3.339524,0.99999994,P,51.61666,3.1095788,P,214.0694,0.6136004,P,58.82995,0.9977029,P,94.15012,,ECs1778,hypothetical protein,,,913068,ECs1778
A_07_P060570,1,P,4999.943,1.1330413,P,4389.817,1,P,3508.728,1.5612466,P,3928.959,0.99999994,P,2068.329,1.3150728,P,3627.71,1.2279308,P,5618.687,1.0586351,P,4767.757,,ECs1418,hypothetical protein,,,913642,ECs1418
A_07_P040998,1,P,4142.183,1.3730527,P,4407.093,1,P,2624.875,2.1879961,P,4119.186,1,P,1933.317,1.7658054,P,4553.119,1.0661318,P,4540.218,0.98454916,P,4126.768,,,,,,,c_1441
A_07_P058264,1,P,1619.321,0.72555727,P,910.4168,1,P,604.6748,0.28651264,P,124.2573,1,P,554.4684,0.9544324,P,705.8056,0.14961146,P,111.2972,0.24631311,P,180.349,,ECs1777,endonuclease,,,913069,ECs1777
A_07_P003154,1,P,16029.04,1.0968208,P,13623.19,1,P,11611.58,0.9917686,P,8259.579,1,P,6323.175,1.0674392,P,9002.051,0.7526675,P,8726.434,0.8747056,P,9981.651,,mdtB,"multidrug efflux system, subunit B",GO:0009274(peptidoglycan-based cell wall)|GO:0009279(cell outer membrane),chr:2156049-2156108,946606,b2075
A_07_P040993,1,P,923.3203,1.014908,P,726.1305,1,P,682.0268,0.9270423,P,453.4791,1,P,184.6768,1.4627987,P,360.2965,0.9595063,P,619.9111,1.2748379,P,810.6686,,,,,,,c_1439
A_07_P046298,0.99999994,P,1615.928,0.29559502,P,370.1304,1,P,2544.415,0.36123046,P,659.2172,0.99999994,P,720.9277,0.68305373,P,656.7645,0.05064952,P,46.10152,0.15608752,P,139.8347,,Z0886,"cob(I)yrinic acid a,c-diamide adenosyltransferase",,,957842,Z0886
A_07_P038687,0.99999994,P,6155.872,1.3053075,P,6226.415,1,P,6969.059,1.1734654,P,5865.441,1,P,1785.393,1.8614863,P,4432.582,0.7216085,P,3893.124,0.80625445,P,4281.299,,,,,,,c_1605
A_07_P046291,0.99999994,P,1722.759,0.3040722,P,405.9167,1,P,2576.149,0.37728697,P,697.1063,1,P,636.4847,0.7087813,P,601.6769,0.04826244,P,43.32646,0.10991676,P,97.12136,,Z0885,putative LysR-like transcriptional regulator,,,957839,Z0885
A_07_P007508,1,P,28990.35,0.7815286,P,17556.34,1,P,21806.14,0.9361513,P,14641.35,1,P,11227.33,0.6663006,P,9977.227,0.7653823,P,14273.12,0.7801129,P,14318.74,,gadW,DNA-binding transcriptional activator,GO:0006350(transcription)|GO:0016563(transcription activator activity),chr:3661986-3661927,948029,b3515
A_07_P015117,1,P,20553.39,1.1089153,P,17661.09,1,P,15679.82,1.2652956,P,14229.49,1,P,8488.399,1.1858397,P,13425.02,0.9271376,P,14949.96,1.019947,P,16187.52,,rcsA,"DNA-binding transcriptional activator, co-regulator with RcsB","GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0009242(colanic acid biosynthetic process)|GO:0009248(K antigen biosynthetic process)|GO:0016563(transcription activator activity)|GO:0042280(cell surface antigen activity, host-interacting)",chr:2022555-2022614,946467,b1951
A_07_P015114,1,P,10387.48,1.2842772,P,10337.24,1,P,8358.886,1.4653584,P,8785.136,1,P,5563.481,1.271519,P,9434.797,0.95535034,P,9276.179,0.93133205,P,8900.57,,fliR,flagellar export pore protein,GO:0009274(peptidoglycan-based cell wall)|GO:0019861(flagellum),chr:2021565-2021624,946464,b1950
A_07_P060563,1,P,991.1348,0.95899516,P,736.5204,1,P,436.3461,0.6642235,P,207.8747,1,P,280.783,1.1684344,P,437.5606,0.18459699,P,87.844,0.43582773,P,204.1311,,ECs1409,hypothetical protein,,,912327,ECs1409
A_07_P007501,1,P,24357.82,0.80885583,P,15266.7,1,P,22143.95,0.76448166,P,12141.67,0.99999994,P,12784.48,0.9350052,P,15942.64,0.7151344,P,12573.35,0.7340937,P,12703.45,,mdtF,"multidrug transporter, RpoS-dependent",GO:0009274(peptidoglycan-based cell wall)|GO:0009279(cell outer membrane),chr:3661487-3661546,948030,b3514
A_07_P060560,1,P,2054.692,1.3572097,P,2160.873,1,P,1006.64,0.8307538,P,599.7949,0.99999994,P,604.7889,1.6207709,P,1307.34,0.12542059,P,132.6722,0.29251084,P,304.5509,,ECs1408,hypothetical protein,,,912560,ECs1408
A_07_P058255,1,P,1214.777,0.90671194,P,853.4961,1,P,636.4721,0.7471225,P,341.0574,1,P,430.6477,0.9815653,P,563.7732,0.4143223,P,292.6609,0.6239612,P,433.8012,,ECs1775,hypothetical protein,,,913071,ECs1775
A_07_P003146,1,P,11417.87,1.1118375,P,9836.985,1,P,8712.116,1.0891423,P,6805.57,1,P,4664.409,0.89613044,P,5574.822,1.014555,P,8809.073,0.99926835,P,8539.72,,mdtA,"multidrug efflux system, subunit A",GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:2152900-2152959,946604,b2074
A_07_P040988,1,P,411.966,0.75328445,P,240.4673,1,P,201.9898,0.4860379,P,70.41349,1,P,83.50282,0.85443896,P,95.158,0.10391153,A,14.97845,0.4975225,P,70.58667,,,,,,,c_1438
A_07_P003144,0.99999994,P,15743.65,1.0478009,P,12782.62,1,P,13349.1,0.969641,P,9283.659,1,P,6588.175,1.063256,P,9342.564,0.77931225,P,9666.674,0.971023,P,11855.01,,yegL,conserved protein,,chr:2150843-2150784,946602,b2073
A_07_P040982,1,P,77.57665,0.83196646,P,50.0118,0.99999994,P,81.00558,0.8067807,P,46.87343,1,P,41.80697,0.7440822,A,41.48898,0.99538505,P,63.66207,1.11963,P,70.48083,,,,,,,c_1437
A_07_P046286,1,P,6037.398,1.0461482,P,4894.165,1,P,4874.311,1.0310767,P,3604.628,1,P,2399.43,1.0862894,P,3476.296,0.9962769,P,4779.384,1.0326324,P,4875.783,,gltA,type II citrate synthase,,,957824,Z0873
A_07_P046283,1,P,322.2584,0.26048693,P,65.04678,1,P,498.9789,0.5308532,P,189.9822,1,P,227.7252,0.83483213,P,253.5557,0.23713596,P,59.92981,0.3966166,P,98.65594,,ybgD,putative fimbriae structural protein,,,957821,Z0872
A_07_P015108,1,P,17282.2,1.251122,P,16754.61,1,P,16235.6,1.0661826,P,12415.27,1,P,8836.583,1.2091041,P,14249.88,0.8260332,P,13382.64,0.95665956,P,15254.87,,fliQ,flagellar biosynthesis protein,GO:0009101(glycoprotein biosynthetic process)|GO:0009274(peptidoglycan-based cell wall)|GO:0009296(flagellum biogenesis)|GO:0019861(flagellum),chr:2020777-2020836,946463,b1949
A_07_P015103,1,P,5609.582,1.0674814,P,4640.091,1,P,3980.102,1.1519792,P,3288.479,1,P,1934.939,1.1705353,P,3020.751,1.3571525,P,5953.095,1.2754215,P,5506.489,,fliP,flagellar biosynthesis protein,GO:0009274(peptidoglycan-based cell wall)|GO:0009296(flagellum biogenesis)|GO:0019861(flagellum)|GO:0042330(taxis),chr:2020189-2020248,946462,b1948
A_07_P015100,1,P,2448.167,1.1688658,P,2217.386,1,P,1771.595,1.141221,P,1450.075,1,P,1029.433,1.1705257,P,1607.097,1.142301,P,2377.976,1.1058993,P,2265.945,,fliO,flagellar biosynthesis protein,GO:0009296(flagellum biogenesis)|GO:0019861(flagellum)|GO:0042330(taxis),chr:2019822-2019881,946458,b1947
A_07_P058248,1,P,622.1792,0.8197523,P,395.2153,1,A,9.669761,1.6830387,A,11.67256,1,P,95.43778,3.6696026,P,467.0921,0.7186157,P,118.6866,0.9241919,P,150.236,,ECs1774,hypothetical protein,,,913072,ECs1774
A_07_P060551,1,P,2532.755,1.8934554,P,3716.07,0.99999994,P,1445.921,0.87622815,P,908.6948,1,P,991.39,1.8319448,P,2422.256,0.03253003,P,53.14214,0.07568135,P,121.6887,,ECs1407,hypothetical protein,,,912406,ECs1407
A_07_P003139,1,P,6306.023,1.2293204,P,6006.981,1,P,3844.572,1.5314002,P,4222.726,1,P,3029.173,0.8985102,P,3630.03,1.057525,P,6039.822,1.0125614,P,5691.958,,yegK,predicted protein,,chr:2149857-2149798,947269,b2072
A_07_P058245,1,P,9082.701,1.0119209,P,7121.922,1,P,6713.346,0.976067,P,4699.752,1,P,2967.142,1.2242815,P,4844.877,0.64028084,P,4175.419,0.84245545,P,5407.336,,ECs1773,putative prophage maintenance protein,,,913074,ECs1773
A_07_P003132,1,P,13719.28,1.2412413,P,13195.42,1,P,12112.58,1.1577939,P,10058.29,1,P,7006.957,0.879396,P,8218.206,1.1645856,P,15135.5,1.0877713,P,13914.57,,yegJ,predicted protein,,chr:2149566-2149625,947201,b2071
A_07_P040971,1,P,1495.747,1.3060993,P,1513.805,0.99999994,P,1065.191,1.6330949,P,1247.657,1,P,571.4258,1.2644786,P,963.6836,1.0452037,P,1472.587,1.0922657,P,1514.66,,ydfR,Hypothetical protein ydfR,,,1035149,c_1434
A_07_P040970,1,P,2648.9,0.826301,P,1696.053,1,P,1765.092,0.4460847,P,564.7301,1,P,950.0548,0.8324228,P,1054.765,0.20078538,P,314.8895,0.39871216,P,615.4494,,,,,,,c_1433
A_07_P046276,1,P,1010.829,0.2338226,P,183.147,1,P,4439.169,0.20867422,P,664.3956,1,P,1043.542,0.7411288,P,1031.494,0.17593484,P,147.724,0.4597238,P,379.9295,,ybgQ,putative outer membrane usher protein,,,957819,Z0871
A_07_P038663,0.99999994,P,26.94853,0.35187766,A,7.3478866,1,A,10.0817795,1.2000865,A,8.677727,1,A,6.701183,1.879669,A,16.799484,1.0326604,A,13.318318,1.1970779,A,15.195714,,sitD,SitD protein,,,1035357,c_1597
A_07_P046271,1,P,763.1677,0.38635728,P,228.4782,1,P,1176.786,0.48085526,P,405.8524,1,P,590.5773,0.54851776,P,432.0465,0.35032478,P,199.0887,0.53384066,P,298.6031,,Z0870,hypothetical protein,,,957816,Z0870
A_07_P060547,1,P,8834.49,1.0636749,P,7281.588,1,P,8253.866,0.8115694,P,4804.402,0.99999994,P,3282.465,0.9661594,P,4229.724,0.6812068,P,4324.574,0.757102,P,4730.702,,ECs1406,hypothetical protein,,,912823,ECs1406
A_07_P060543,1,P,17578.96,1.1768348,P,16030.4,1,P,14781.42,1.1675144,P,12377.55,1,P,9610.58,1.1231112,P,14395.79,0.70408756,P,10653.51,0.78638357,P,11711.36,,ECs1405,hypothetical protein,,,914193,ECs1405
A_07_P058238,1,P,795.6829,0.7395557,P,455.9808,1,A,10.31327,0.67595434,A,3.598537,1,P,136.0433,1.992135,P,361.459,0.7378451,P,148.0639,0.7203328,P,142.2735,,ECs1772,putative colonization factor,,,913076,ECs1772
A_07_P003126,0.99999994,P,8466.464,1.1639694,P,7636.235,1,P,6735.106,0.9884593,P,4774.847,1,P,3500.035,1.1006172,P,5137.736,1.0253267,P,6965.728,1.0862952,P,7263.718,,yegI,conserved protein,,chr:2147499-2147440,947159,b2070
A_07_P058234,0.99999994,P,442.9535,0.7280683,P,249.8998,0.99999994,A,10.28835,0.6775916,A,3.435573,1,P,60.21191,3.1665547,P,254.2919,0.38616556,P,42.34627,0.9777427,P,105.5293,,,,,,,ECs1771
A_07_P003121,1,P,11637.31,1.0984284,P,9905.125,1,P,8564.83,1.1413811,P,7011.415,1,P,4549.672,1.1212453,P,6803.679,0.9320833,P,8142.819,0.9871603,P,8488.18,,yegD,predicted chaperone,GO:0006457(protein folding),chr:2145982-2146041,947234,b2069
A_07_P040963,1,P,2317.279,0.7896255,P,1417.866,1,P,1671.078,0.5662919,P,678.7241,1,P,980.4039,0.6563959,P,858.29,0.24837281,P,321.5621,0.57820106,P,736.7948,,,,,,,c_1432
A_07_P046268,1,P,618.2315,0.7810519,P,374.168,1,P,692.995,0.8893477,P,442.0363,0.99999994,P,360.1009,1.1642126,P,559.1388,0.65185845,P,350.6978,0.8049859,P,426.2603,,ybgP,putative chaperone,,,957813,Z0869
A_07_P046264,1,P,1675.63,0.24066791,P,312.487,1,P,2581.912,0.28878406,P,534.7748,1,P,1392.296,0.47048837,P,873.6623,0.41213015,P,402.3628,0.748629,P,719.3776,,ybgO,hypothetical protein,,,957812,Z0868
A_07_P034295,1,P,17763.85,0.8148521,P,11216.35,1,P,14316.87,0.78966564,P,8108.632,1,P,7553.645,0.9040635,P,9107.908,0.89291674,P,10638.57,0.925434,P,10852.37,,,,,,,c_4074
A_07_P060536,1,P,4412.33,1.0622411,P,3631.84,1,P,3817.727,0.97218996,P,2662.026,0.99999994,P,1872.201,1.0630244,P,2654.354,0.7921048,P,2791.868,0.87604916,P,3039.118,,ECs1404,hypothetical protein,,,912387,ECs1404
A_07_P034290,0.99999994,P,6998.019,0.97440565,P,5283.851,1,P,5292.918,1.0095965,P,3832.651,1,P,3536.958,0.9932534,P,4685.469,1.0888157,P,5790.587,0.9995047,P,5231.906,,,,,,,c_4069
A_07_P003118,0.99999994,P,9176.206,1.1714938,P,8329.881,1,P,6821.517,1.1567833,P,5659.646,1,P,3965.606,0.98333555,P,5200.851,1.0031645,P,7382.451,0.9968355,P,7220.359,,alkA,3-methyl-adenine DNA glycosylase II,GO:0005737(cytoplasm)|GO:0006281(DNA repair),chr:2144875-2144816,947371,b2068
A_07_P058226,0.99999994,P,866.5395,0.75500387,P,506.9594,1,A,23.93533,0.29125565,A,3.017767,0.99999994,P,108.901,2.7493358,P,399.3216,0.4532213,P,78.57147,0.8305095,P,141.7118,,,,,,,ECs1770
A_07_P040959,1,P,1912.683,0.8114519,P,1202.656,1,P,981.0333,0.6334382,P,445.7017,1,P,621.5627,0.87813807,P,727.9656,0.28337285,P,280.6344,0.4432801,P,432.0836,,,,,,,c_1431
A_07_P058224,1,P,1137.293,0.88514566,P,780.0506,1,P,476.922,0.28758246,P,98.37075,1,P,350.8125,1.1141409,P,521.2887,0.20630923,P,115.7402,0.32315654,P,178.4372,,ECs1769,putative phage replication protein,,,913080,ECs1769
A_07_P003112,1,P,20910.28,0.9892253,P,16028.42,1,P,17009.25,0.9409227,P,11478.77,1,P,8512.789,0.9020581,P,10241.64,0.6993517,P,11001.61,0.8891662,P,13767.35,,yegE,"predicted diguanylate cyclase, GGDEF domain signalling protein",GO:0006464(protein modification process),chr:2144378-2144437,946600,b2067
A_07_P058220,1,P,343.40402,0.8751486,P,232.87495,1,P,117.4822,0.074406624,A,6.2696004,1,P,51.248894,4.0246873,P,275.09314,0.5217927,P,55.02684,0.6507365,P,67.54428,,ECs1768,hypothetical protein,,,913081,ECs1768
A_07_P046257,1,P,16098.8,0.9648438,P,12036.11,0.99999994,P,13032.93,1.0013376,P,9360.065,0.99999994,P,6944.4,1.1197166,P,10370.65,0.9046324,P,11332.27,0.87518454,P,10790.74,,rhsC,"rhsC protein in rhs element, interrupted",,,957783,Z0847
A_07_P046254,1,P,9359.135,1.0207652,P,7402.82,0.99999994,P,9041.305,0.813172,P,5273.146,1,P,3522.137,1.1213559,P,5267.6,0.88320327,P,6399.75,1.020141,P,7275.61,,Z0828,hypothetical protein,,,957754,Z0828
A_07_P060529,1,P,1105.605,1.130125,P,968.1934,0.99999994,P,684.3761,0.4778844,P,234.5708,1,P,339.1481,1.211594,P,548.0367,0.16937317,P,110.4524,0.31328508,P,201.0838,,ECs1402,hypothetical protein,,,913948,ECs1402
A_07_P034282,1,P,13000.04,0.8383955,P,8445.576,1,P,10392.52,0.842689,P,6281.226,1,P,5339.826,0.96261257,P,6855.541,0.90596503,P,8570.941,0.9884649,P,9204.182,,,,,,,c_4067
A_07_P052916,1,P,10120.26,0.8120908,P,6368.423,1,P,9191.896,0.7094556,P,4677.207,1,P,4732.395,0.8689449,P,5484.491,0.7007308,P,4928.654,0.8374808,P,5797.741,,ECs2986,phage replication protein P,,,916690,ECs2986
A_07_P060522,1,P,1096.502,0.80545694,P,684.3644,1,P,935.3626,0.38698667,P,259.6165,1,P,412.6833,0.89261943,P,491.2995,0.12775694,P,86.70412,0.2384098,P,159.2525,,ECs1401,hypothetical protein,,,914069,ECs1401
A_07_P052912,1,P,8329.189,0.78182065,P,5045.98,1,P,6811.715,0.833182,P,4070.545,1,P,2543.525,0.82030654,P,2782.757,0.76044077,P,3683.07,0.9493641,P,4525.684,,ECs2985,Ren protein,,,916689,ECs2985
A_07_P060520,1,P,1496.663,0.8818324,P,1022.694,1,P,936.7423,0.51696324,P,347.325,0.99999994,P,535.5694,1.3056865,P,932.648,0.12506236,P,119.9378,0.25287732,P,238.6966,,ECs1400,hypothetical protein,,,912753,ECs1400
A_07_P003108,1,P,8946.603,1.0663851,P,7392.781,1,P,6434.291,1.0818814,P,4992.713,1,P,3048.263,0.9037491,P,3674.205,0.9086674,P,5908.188,1.0270958,P,6573.053,,udk,uridine/cytidine kinase,"GO:0015949(nucleobase, nucleoside and nucleotide interconversion)",chr:2140829-2140770,946597,b2066
A_07_P058213,1,P,624.5155,0.7030198,P,340.2095,0.99999994,A,12.7809,1.9945437,A,18.28358,1,P,82.59888,2.2882214,P,252.0782,0.36555672,P,54.34398,0.9655799,P,141.2836,,ECs1767,hypothetical protein,,,913082,ECs1767
A_07_P058210,1,P,169.6466,0.9468163,P,124.4648,1,A,9.220446,1.4005997,A,9.262372,1,A,13.59701,0.87606364,A,15.88701,0.6278664,A,13.56021,0.97316825,A,20.68683,,ECs1766,DNA-binding transcriptional regulator DicC,,,913083,ECs1766
A_07_P003102,1,P,5768.552,1.1120524,P,4970.816,1,P,4442.129,0.93287885,P,2972.163,1,P,1902.506,1.1134633,P,2825.303,0.9110176,P,3845.133,1.0642574,P,4421.179,,dcd,2'-deoxycytidine 5'-triphosphate deaminase,"GO:0015949(nucleobase, nucleoside and nucleotide interconversion)",chr:2140124-2140065,946593,b2065
A_07_P040941,1,P,70.84938,1.0976864,P,60.26289,1,P,67.44863,0.8333498,P,40.31408,1,P,29.67888,0.5152149,A,20.39384,0.70715135,P,38.58361,0.93058133,P,49.97487,,,,,,,c_1426
A_07_P046247,1,P,13786.52,0.9931258,P,10609.49,1,P,12802.13,0.87825257,P,8064.137,1,P,5002.161,0.91031724,P,6073.144,0.69844115,P,6887.72,0.9005818,P,8741.293,,asnB,asparagine synthetase B,,,957740,Z0821
A_07_P038637,1,P,41.28208,0.68868876,A,22.03029,1,P,57.86837,0.42025578,A,17.4426,1,A,18.18929,0.71602017,A,17.37017,0.48266977,A,11.62192,0.89923644,A,21.31123,,,,,,,c_1591
A_07_P046244,1,P,440.491,0.26260063,P,89.6331,1,P,570.8328,1.3959886,P,571.5406,1,P,35.07195,0.3466357,A,16.21423,0.23083809,A,17.6875,0.5770823,A,43.52147,,Z4877,putative phosphotransferase system enzyme subunit,,,961226,Z4877
A_07_P038634,1,P,64.42892,0.82412475,P,41.14427,1,A,38.3719,0.8824121,P,24.28516,1,A,31.17647,0.67821616,A,28.20059,0.88856906,A,35.42615,1.1830801,A,46.4252,,,,,,,c_1592
A_07_P034279,1,P,16724.92,0.90698946,P,11754.44,1,P,12982.23,0.8152147,P,7590.626,1,P,7473.8,0.888191,P,8853.417,0.9324406,P,11139.12,0.7980398,P,9383.419,,,,,,,c_4064
A_07_P034273,0.99999994,P,11160.38,0.84927493,P,7344.512,1,P,9231.535,0.80295324,P,5316.434,1,P,4558.55,0.81588686,P,4960.435,0.93005383,P,6740.219,0.92101896,P,6569.637,,,,,,,c_4059
A_07_P052907,0.99999994,P,48.65063,0.72167957,P,27.20624,1,A,29.87716,0.73214287,P,15.68886,1,P,86.11956,0.11948053,A,13.72341,0.7476605,A,20.38854,1.0210526,A,27.40543,,ECs2984,hypothetical protein,,,916688,ECs2984
A_07_P014695,1,P,6672.982,1.4342002,P,7415.926,1,P,5126.832,1.3941696,P,5126.5,1,P,3010.404,1.313402,P,5273.338,1.0236775,P,6425.551,0.97632253,P,6031.806,,dbpA,"ATP-dependent RNA helicase, specific for 23S rRNA",GO:0005737(cytoplasm)|GO:0009451(RNA modification),chr:1408235-1408294,947153,b1343
A_07_P040937,1,P,1438.435,0.80596495,P,898.3427,1,P,558.6138,0.23420545,P,93.83501,1,P,562.5543,0.81732714,P,613.2301,0.08354825,P,58.70149,0.17880343,P,123.6501,,,,,,,c_1425
A_07_P058202,1,P,172.7302,1.0407736,P,139.3029,1,A,8.730552,0.79849476,A,3.502901,1,A,10.03142,1.1181812,A,14.96021,0.3919203,A,7.067306,0.96431977,A,17.11528,,ECs1765,transcriptional repressor DicA,,,913084,ECs1765
A_07_P040935,1,P,1716.214,0.86030626,P,1144.09,1,P,1005.865,0.42942163,P,309.7989,1,P,1117.506,0.801607,P,1194.743,0.17650235,P,186.3453,0.26868853,P,279.2055,,,,,,,c_1424
A_07_P046239,0.99999994,P,766.7572,0.22518486,P,133.7928,1,P,1096.842,1.3095651,P,1030.214,1,P,74.62116,0.2232578,A,22.21937,0.080211364,A,10.83685,0.24127787,A,32.08422,,Z4876,putative phosphotransferase system enzyme subunit,,,961227,Z4876
A_07_P040930,1,P,1028.126,1.0656615,P,848.9875,1,P,372.9313,0.31867483,P,85.23793,1,P,551.1036,1.0224812,P,751.5393,0.13819979,P,79.35241,0.22466017,P,126.9655,,,,,,,c_1423
A_07_P038626,0.99999994,P,30.49733,0.78265524,A,18.49558,1,P,122.2258,0.057036236,A,4.990751,1,A,25.01902,0.80024695,A,26.70284,0.5140286,A,10.62416,0.4371988,A,8.893917,,,,,,,c_1590
A_07_P046232,1,P,650.9441,0.26256126,P,132.4372,1,P,961.167,1.3552216,P,934.255,1,P,59.99605,0.27411002,A,21.93364,0.109896086,A,13.27814,0.21045762,A,25.02802,,Z4875,putative phosphotransferase system enzyme subunit,,,961228,Z4875
A_07_P034268,1,P,8854.822,0.96038246,P,6589.61,1,P,7404.61,0.9735531,P,5170.328,1,P,3404.428,1.2078345,P,5484.218,0.8218191,P,5423.443,0.8233267,P,5347.833,,mscL,large-conductance mechanosensitive channel,,,1040496,c_4051
A_07_P034261,1,P,5614.513,0.80141133,P,3486.609,1,P,3362.131,0.9677064,P,2333.536,0.99999994,P,1452.362,0.64993787,P,1258.954,0.7046089,P,2198.213,0.97468936,P,2992.917,,sun,16S rRNA methyltransferase B,,,1040492,c_4049
A_07_P034260,1,P,2638.827,0.70452577,P,1440.6,1,P,1953.396,0.6617664,P,927.1528,1,P,785.4519,0.9606745,P,1006.373,0.826706,P,1188.751,1.0315136,P,1459.895,,smg,hypothetical protein,,,1040486,c_4045
A_07_P060501,1,P,610.4621,1.0587912,P,500.8465,1,P,264.3432,0.72487086,P,137.4311,0.99999994,P,171.5234,0.85093635,P,194.6631,0.2470228,P,65.66112,0.51720273,P,135.3128,,ECs1397,hypothetical protein,,,912553,ECs1397
A_07_P014686,1,P,21045.33,1.2346795,P,20134.72,1,P,17666.63,1.2399191,P,15710.98,0.99999994,P,9896.525,0.8441045,P,11141.46,0.9675611,P,17316.29,1.0391238,P,18304.19,,ydaN,predicted Zn(II) transporter,,chr:1406832-1406891,945910,b1342
A_07_P014685,1,P,8879.67,1.2148522,P,8359.03,1,P,5427.917,1.6981432,P,6610.948,1,P,3480.891,0.9494581,P,4407.876,1.0420166,P,7343.814,1.123911,P,7796.25,,ydaM,"predicted diguanylate cyclase, GGDEF domain signalling protein",,chr:1404672-1404613,945909,b1341
A_07_P040925,1,P,746.035,0.9948024,P,575.0845,1,P,224.5237,0.2114447,P,34.04985,1,P,305.6552,0.59008306,P,240.5515,0.11510829,P,32.03046,0.22202256,P,60.80797,,,,,,,c_1421
A_07_P046227,1,P,1074.517,0.2191301,P,182.453,1,P,1482.504,1.3472426,P,1432.511,1,P,116.6112,0.43297434,A,67.33882,0.26210812,P,51.91431,0.34677863,P,67.60297,,Z4874,putative regulator,,,961229,Z4874
A_07_P038617,0.99999994,P,1973.762,0.57013667,P,871.9857,1,P,1671.679,0.27626058,P,331.2288,1,P,729.6748,0.5275246,P,513.3756,0.091426425,P,71.87241,0.21913405,P,169.5537,,,,,,,c_1588
A_07_P038615,1,P,1904.084,0.5649234,P,833.511,1,P,2177.647,0.3634645,P,567.6828,1,P,1471.517,0.34158996,P,670.3992,0.15277384,P,133.9585,0.25288287,P,218.2466,,,,,,,c_1587
A_07_P046222,1,P,16716.93,0.65139097,P,8437.891,1,P,16069.42,0.55575186,P,6405.269,1,P,6004.883,0.6101497,P,4886.569,0.7733298,P,6619.921,0.97431993,P,8209.117,,nikD,nickel transporter ATP-binding protein,,,961233,Z4871
A_07_P046220,1,P,1105.01,0.1914712,P,163.9477,1,P,1669.159,1.1766766,P,1408.676,1,P,134.8105,0.2489749,A,44.7654,0.07537386,A,15.52149,0.2174924,P,44.08223,,Z4866,3-oxoacyl-(acyl carrier protein) synthase II,,,961238,Z4866
